@relation Absenteeism_at_work_A_clustered

@attribute Instance_number numeric
@attribute ID {31.0,27.0,19.0,30.0,7.0,20.0,24.0,32.0,3.0,33.0,26.0,29.0,18.0,25.0,17.0,14.0,16.0,23.0,2.0,21.0,36.0,15.0,22.0,5.0,12.0,9.0,6.0,34.0,10.0,28.0,13.0,11.0,1.0,4.0,8.0,35.0}
@attribute Reason_for_absence {17.0,3.0,15.0,4.0,21.0,2.0,9.0,24.0,18.0,1.0,12.0,5.0,16.0,7.0,27.0,25.0,8.0,10.0,26.0,19.0,28.0,6.0,23.0,22.0,13.0,14.0,11.0,0.0}
@attribute Month_of_absence numeric
@attribute Day_of_the_week {5.0,2.0,3.0,4.0,6.0}
@attribute Seasons {4.0,1.0,2.0,3.0}
@attribute Transportation_expense numeric
@attribute Distance_from_Residence_to_Work numeric
@attribute Service_time numeric
@attribute Age numeric
@attribute Work_load_Average/day_ numeric
@attribute Hit_target numeric
@attribute Disciplinary_failure {1.0,0.0}
@attribute Education numeric
@attribute Son numeric
@attribute Social_drinker {1.0,0.0}
@attribute Social_smoker {1.0,0.0}
@attribute Pet numeric
@attribute Weight numeric
@attribute Height numeric
@attribute Body_mass_index numeric
@attribute Absenteeism_time_in_hours numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
613,33.0,23.0,2,3.0,2.0,248,25,14,47,264249,97,0.0,1,2,0.0,0.0,1,86,165,32,2,cluster4
614,28.0,25.0,2,3.0,2.0,225,26,9,28,264249,97,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
615,3.0,27.0,2,4.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
616,3.0,27.0,2,5.0,2.0,179,51,18,38,264249,97,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
617,25.0,25.0,2,6.0,2.0,235,16,8,32,264249,97,0.0,3,0,0.0,0.0,0,75,178,25,2,cluster4
618,3.0,27.0,3,2.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
619,33.0,23.0,3,2.0,2.0,248,25,14,47,222196,99,0.0,1,2,0.0,0.0,1,86,165,32,2,cluster4
620,9.0,25.0,3,3.0,2.0,228,14,16,58,222196,99,0.0,1,2,0.0,0.0,1,65,172,22,3,cluster4
621,33.0,25.0,3,3.0,2.0,248,25,14,47,222196,99,0.0,1,2,0.0,0.0,1,86,165,32,3,cluster4
622,9.0,12.0,3,3.0,2.0,228,14,16,58,222196,99,0.0,1,2,0.0,0.0,1,65,172,22,112,cluster4
623,3.0,27.0,3,4.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
624,28.0,27.0,3,5.0,2.0,225,26,9,28,222196,99,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
625,3.0,27.0,3,5.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
626,28.0,25.0,3,5.0,2.0,225,26,9,28,222196,99,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster4
627,22.0,27.0,3,6.0,2.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster4
628,25.0,25.0,3,2.0,2.0,235,16,8,32,222196,99,0.0,3,0,0.0,0.0,0,75,178,25,3,cluster4
629,10.0,19.0,3,2.0,2.0,361,52,3,28,222196,99,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
630,3.0,13.0,3,3.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster2
631,3.0,27.0,3,4.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
632,3.0,27.0,3,5.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
633,22.0,27.0,3,6.0,2.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
634,3.0,10.0,3,2.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster2
635,33.0,13.0,3,2.0,2.0,248,25,14,47,222196,99,0.0,1,2,0.0,0.0,1,86,165,32,2,cluster4
636,3.0,27.0,3,2.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
637,28.0,7.0,3,2.0,2.0,225,26,9,28,222196,99,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster4
638,3.0,27.0,3,3.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
639,11.0,23.0,3,4.0,2.0,289,36,13,33,222196,99,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
640,9.0,25.0,3,4.0,2.0,228,14,16,58,222196,99,0.0,1,2,0.0,0.0,1,65,172,22,2,cluster4
641,3.0,27.0,3,4.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster2
642,33.0,23.0,3,5.0,2.0,248,25,14,47,222196,99,0.0,1,2,0.0,0.0,1,86,165,32,3,cluster4
643,3.0,27.0,3,5.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
644,22.0,23.0,3,6.0,2.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
645,3.0,27.0,3,6.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
646,3.0,27.0,3,3.0,3.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
647,16.0,23.0,3,4.0,3.0,118,15,24,46,222196,99,0.0,1,2,1.0,1.0,0,75,175,25,8,cluster3
648,14.0,13.0,3,4.0,3.0,155,12,14,34,222196,99,0.0,1,2,1.0,0.0,0,95,196,25,24,cluster0
649,3.0,27.0,3,4.0,3.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
650,3.0,27.0,3,5.0,3.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster2
651,22.0,13.0,3,2.0,3.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
652,11.0,19.0,3,2.0,3.0,289,36,13,33,222196,99,0.0,1,2,1.0,0.0,1,90,172,30,104,cluster0
653,13.0,22.0,3,4.0,3.0,369,17,12,31,222196,99,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster0
654,28.0,13.0,4,2.0,3.0,225,26,9,28,246288,91,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster4
655,34.0,10.0,4,2.0,3.0,118,10,10,37,246288,91,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
656,10.0,19.0,4,3.0,3.0,361,52,3,28,246288,91,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
657,33.0,19.0,4,4.0,3.0,248,25,14,47,246288,91,0.0,1,2,0.0,0.0,1,86,165,32,8,cluster4
658,6.0,13.0,4,5.0,3.0,189,29,13,33,246288,91,0.0,1,2,0.0,0.0,2,69,167,25,8,cluster4
659,22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
660,13.0,7.0,4,2.0,3.0,369,17,12,31,246288,91,0.0,1,3,1.0,0.0,0,70,169,25,24,cluster0
661,17.0,16.0,4,3.0,3.0,179,22,17,40,246288,91,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster3
662,36.0,23.0,4,3.0,3.0,118,13,18,50,246288,91,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster2
663,10.0,23.0,4,3.0,3.0,361,52,3,28,246288,91,0.0,1,1,1.0,0.0,4,80,172,27,2,cluster0
664,34.0,10.0,4,4.0,3.0,118,10,10,37,246288,91,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
665,1.0,22.0,4,6.0,3.0,235,11,14,37,246288,91,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster4
666,22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
667,28.0,19.0,4,2.0,3.0,225,26,9,28,246288,91,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster4
668,25.0,16.0,4,3.0,3.0,235,16,8,32,246288,91,0.0,3,0,0.0,0.0,0,75,178,25,3,cluster4
669,22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
670,14.0,28.0,4,3.0,3.0,155,12,14,34,246288,91,0.0,1,2,1.0,0.0,0,95,196,25,4,cluster0
671,28.0,19.0,4,5.0,3.0,225,26,9,28,246288,91,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster4
672,36.0,14.0,4,5.0,3.0,118,13,18,50,246288,91,0.0,1,1,1.0,0.0,0,98,178,31,2,cluster2
673,22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
674,1.0,22.0,5,2.0,3.0,235,11,14,37,237656,99,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster4
675,29.0,19.0,5,4.0,3.0,225,15,15,41,237656,99,0.0,4,2,1.0,0.0,2,94,182,28,3,cluster2
676,25.0,28.0,5,4.0,3.0,235,16,8,32,237656,99,0.0,3,0,0.0,0.0,0,75,178,25,2,cluster4
677,34.0,8.0,5,4.0,3.0,118,10,10,37,237656,99,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
678,5.0,26.0,5,4.0,3.0,235,20,13,43,237656,99,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster2
679,22.0,13.0,5,5.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,1,cluster4
680,15.0,28.0,5,5.0,3.0,291,31,12,40,237656,99,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
681,29.0,14.0,5,5.0,3.0,225,15,15,41,237656,99,0.0,4,2,1.0,0.0,2,94,182,28,8,cluster2
682,26.0,19.0,5,6.0,3.0,300,26,13,43,237656,99,0.0,1,2,1.0,1.0,1,77,175,25,64,cluster3
683,29.0,22.0,5,6.0,3.0,225,15,15,41,237656,99,0.0,4,2,1.0,0.0,2,94,182,28,8,cluster2
684,22.0,27.0,5,6.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
685,36.0,23.0,5,2.0,3.0,118,13,18,50,237656,99,0.0,1,1,1.0,0.0,0,98,178,31,2,cluster2
686,36.0,5.0,5,3.0,3.0,118,13,18,50,237656,99,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster2
687,34.0,28.0,5,3.0,3.0,118,10,10,37,237656,99,0.0,1,0,0.0,0.0,0,83,172,28,1,cluster4
688,36.0,0.0,5,3.0,3.0,118,13,18,50,237656,99,1.0,1,1,1.0,0.0,0,98,178,31,0,cluster1
689,22.0,27.0,5,4.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
690,23.0,0.0,5,4.0,3.0,378,49,11,36,237656,99,1.0,1,2,0.0,1.0,4,65,174,21,0,cluster3
691,17.0,16.0,5,6.0,3.0,179,22,17,40,237656,99,0.0,2,2,0.0,1.0,0,63,170,22,1,cluster3
692,14.0,10.0,5,2.0,3.0,155,12,14,34,237656,99,0.0,1,2,1.0,0.0,0,95,196,25,48,cluster0
693,25.0,10.0,5,2.0,3.0,235,16,8,32,237656,99,0.0,3,0,0.0,0.0,0,75,178,25,8,cluster4
694,15.0,22.0,5,4.0,3.0,291,31,12,40,237656,99,0.0,1,1,1.0,0.0,1,73,171,25,8,cluster0
695,17.0,10.0,5,4.0,3.0,179,22,17,40,237656,99,0.0,2,2,0.0,1.0,0,63,170,22,8,cluster3
696,28.0,6.0,5,4.0,3.0,225,26,9,28,237656,99,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster4
697,18.0,10.0,5,5.0,3.0,330,16,4,28,237656,99,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster4
698,25.0,23.0,5,5.0,3.0,235,16,8,32,237656,99,0.0,3,0,0.0,0.0,0,75,178,25,2,cluster4
699,15.0,28.0,5,5.0,3.0,291,31,12,40,237656,99,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
700,22.0,27.0,5,6.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
701,10.0,7.0,5,2.0,3.0,361,52,3,28,237656,99,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
702,14.0,23.0,5,4.0,3.0,155,12,14,34,237656,99,0.0,1,2,1.0,0.0,0,95,196,25,2,cluster0
703,17.0,25.0,5,6.0,3.0,179,22,17,40,237656,99,0.0,2,2,0.0,1.0,0,63,170,22,8,cluster3
704,14.0,10.0,5,6.0,3.0,155,12,14,34,237656,99,0.0,1,2,1.0,0.0,0,95,196,25,8,cluster0
705,28.0,11.0,5,2.0,3.0,225,26,9,28,237656,99,0.0,1,1,0.0,0.0,2,69,169,24,1,cluster4
706,16.0,7.0,6,4.0,3.0,118,15,24,46,275089,96,0.0,1,2,1.0,1.0,0,75,175,25,8,cluster3
707,22.0,27.0,6,4.0,3.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster4
708,34.0,26.0,6,6.0,3.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
709,34.0,10.0,6,4.0,3.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster4
710,23.0,22.0,6,5.0,3.0,378,49,11,36,275089,96,0.0,1,2,0.0,1.0,4,65,174,21,8,cluster3
711,36.0,19.0,6,5.0,3.0,118,13,18,50,275089,96,0.0,1,1,1.0,0.0,0,98,178,31,24,cluster2
712,12.0,19.0,6,6.0,3.0,233,51,1,31,275089,96,0.0,2,1,1.0,0.0,8,68,178,21,8,cluster0
713,22.0,27.0,6,6.0,3.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
714,2.0,0.0,6,2.0,3.0,235,29,12,48,275089,96,1.0,1,1,0.0,1.0,5,88,163,33,0,cluster3
715,21.0,0.0,6,2.0,3.0,268,11,8,33,275089,96,1.0,2,0,0.0,0.0,0,79,178,25,0,cluster1
716,36.0,19.0,6,5.0,3.0,118,13,18,50,275089,96,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster2
717,22.0,13.0,6,5.0,3.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster4
718,15.0,28.0,6,5.0,3.0,291,31,12,40,275089,96,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster0
719,22.0,13.0,6,2.0,1.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster4
720,34.0,25.0,6,2.0,1.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
721,12.0,22.0,6,5.0,1.0,233,51,1,31,275089,96,0.0,2,1,1.0,0.0,8,68,178,21,8,cluster0
722,34.0,8.0,6,6.0,1.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
723,34.0,10.0,6,4.0,1.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster4
724,12.0,22.0,6,4.0,1.0,233,51,1,31,275089,96,0.0,2,1,1.0,0.0,8,68,178,21,3,cluster0
725,5.0,26.0,7,4.0,1.0,235,20,13,43,264604,93,0.0,1,1,1.0,0.0,0,106,167,38,4,cluster2
726,12.0,19.0,7,6.0,1.0,233,51,1,31,264604,93,0.0,2,1,1.0,0.0,8,68,178,21,2,cluster0
727,9.0,6.0,7,2.0,1.0,228,14,16,58,264604,93,0.0,1,2,0.0,0.0,1,65,172,22,8,cluster4
728,34.0,28.0,7,2.0,1.0,118,10,10,37,264604,93,0.0,1,0,0.0,0.0,0,83,172,28,4,cluster4
729,9.0,6.0,7,3.0,1.0,228,14,16,58,264604,93,0.0,1,2,0.0,0.0,1,65,172,22,120,cluster4
730,6.0,22.0,7,3.0,1.0,189,29,13,33,264604,93,0.0,1,2,0.0,0.0,2,69,167,25,16,cluster4
731,34.0,23.0,7,4.0,1.0,118,10,10,37,264604,93,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster4
732,10.0,22.0,7,4.0,1.0,361,52,3,28,264604,93,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster0
733,28.0,22.0,7,4.0,1.0,225,26,9,28,264604,93,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster4
734,13.0,13.0,7,2.0,1.0,369,17,12,31,264604,93,0.0,1,3,1.0,0.0,0,70,169,25,80,cluster0
735,11.0,14.0,7,3.0,1.0,289,36,13,33,264604,93,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster0
736,1.0,11.0,7,3.0,1.0,235,11,14,37,264604,93,0.0,3,1,0.0,0.0,1,88,172,29,4,cluster4
737,4.0,0.0,0,3.0,1.0,118,14,13,40,271219,95,0.0,1,1,1.0,0.0,8,98,170,34,0,cluster2
738,8.0,0.0,0,4.0,2.0,231,35,14,39,271219,95,0.0,1,2,1.0,0.0,2,100,170,35,0,cluster0
739,35.0,0.0,0,6.0,3.0,179,45,14,53,271219,95,0.0,1,1,0.0,0.0,1,77,175,25,0,cluster1
